timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1669991212.159426,-10.097,-2.228,2.85,0.005200000000000001,-0.13920000000000002,-0.0092,-0.007,0.024,-0.117
1669991212.199426,-10.03,-2.096,2.822,0.0045000000000000005,-0.1379,-0.0048000000000000004,-0.012,0.016,-0.114
1669991212.239426,-10.158,-2.39,2.794,0.006,-0.134,-0.0086,-0.068,0.067,-0.084
1669991212.2794259,-10.352,-2.102,2.686,0.0061,-0.1365,-0.0097,-0.073,0.117,0.001
1669991212.319426,-10.116,-2.521,2.695,0.008400000000000001,-0.13620000000000002,-0.0106,-0.074,0.07200000000000001,0.035
1669991212.359426,-10.475,-2.456,2.562,0.0048000000000000004,-0.1342,-0.0119,-0.17,0.068,0.079
1669991212.399426,-9.707,-2.442,2.7840000000000003,0.0053,-0.1363,-0.0115,0.012,-0.056,0.01
1669991212.439426,-10.043000000000001,-2.197,2.669,0.0054,-0.13870000000000002,-0.0085,0.10300000000000001,-0.111,-0.029
1669991212.479425,-10.25,-2.42,2.722,0.0086,-0.1366,-0.0066,0.154,-0.092,0.004
1669991212.519425,-9.887,-2.303,2.883,0.0049,-0.1378,-0.006,0.12,-0.122,0.02
1669991212.559425,-10.042,-2.357,3.0260000000000002,0.006900000000000001,-0.1363,-0.0047,0.187,-0.066,0.10200000000000001
1669991212.599425,-10.121,-2.182,2.896,0.0005,-0.1413,-0.00030000000000000003,0.28300000000000003,-0.029,0.133
1669991212.639425,-9.809000000000001,-2.1590000000000003,3.3240000000000003,0.0054,-0.1419,-0.0037,0.37,-0.064,0.113
1669991212.679425,-9.853,-1.997,3.185,-0.00030000000000000003,-0.1439,0.0005,0.494,-0.058,0.07
1669991212.719425,-10.1,-1.926,3.234,0.0028,-0.1426,-0.0219,0.405,-0.08,0.093
1669991212.759425,-9.786,-2.041,3.451,0.0032,-0.1469,-0.0164,0.377,-0.067,0.075
1669991212.799425,-10.037,-1.666,3.293,0.0032,-0.1463,0.0019,0.28800000000000003,0.008,0.067
1669991212.8394248,-10.076,-1.686,3.341,0.0024000000000000002,-0.149,-0.0256,0.171,0.079,0.064
1669991212.879425,-10.176,-1.54,3.3890000000000002,0.002,-0.1511,-0.0017000000000000001,0.08700000000000001,0.10200000000000001,0.062
1669991212.919425,-10.164,-1.37,3.1910000000000003,0.0032,-0.1486,-0.012100000000000001,0.059000000000000004,0.147,0.06
1669991212.959425,-9.952,-1.446,3.459,0.0043,-0.15130000000000002,-0.0063,0.025,0.189,0.065
1669991212.999425,-9.938,-1.5210000000000001,3.354,0.0058000000000000005,-0.1504,-0.007200000000000001,0.09,0.193,0.014
1669991213.039425,-10.238,-1.433,3.092,0.0032,-0.15130000000000002,-0.0123,0.09,0.165,-0.023
1669991213.0794249,-10.171,-1.725,3.0340000000000003,0.0032,-0.1504,-0.0103,0.069,0.116,-0.029
1669991213.119425,-9.956,-1.315,3.289,-0.0022,-0.1511,-0.0105,0.157,0.1,-0.004
1669991213.159425,-10.204,-1.555,3.255,0.0021000000000000003,-0.15280000000000002,-0.014400000000000001,0.32,0.056,0.07200000000000001
1669991213.199425,-10.479000000000001,-1.31,2.985,0.0034000000000000002,-0.15330000000000002,-0.014400000000000001,0.213,0.015,0.15
1669991213.239425,-9.588000000000001,-1.22,3.4170000000000003,0.0043,-0.15360000000000001,-0.0164,0.244,0.074,0.17400000000000002
1669991213.279425,-10.271,-1.187,3.323,0.0014,-0.1584,-0.0142,0.322,0.048,0.08700000000000001
1669991213.3194249,-10.16,-0.903,3.379,0.0043,-0.1583,-0.016300000000000002,0.318,-0.004,0.066
