timestamp,acc_x,acc_y,acc_z,magn_x,magn_y,magn_z,gyro_x,gyro_y,gyro_z
1669985588.999426,-10.249,-1.245,2.608,0.0146,-0.11810000000000001,-0.0632,0.495,0.001,-0.036000000000000004
1669985589.0394258,-10.158,-1.219,2.436,0.0117,-0.11560000000000001,-0.0613,0.338,-0.036000000000000004,0.132
1669985589.079426,-10.01,-1.012,2.5260000000000002,0.013900000000000001,-0.1187,-0.061200000000000004,0.296,-0.099,0.11
1669985589.119426,-10.697000000000001,-1.246,2.593,0.0128,-0.1184,-0.0574,0.164,-0.1,0.116
1669985589.159426,-10.367,-0.9,2.5140000000000002,0.0152,-0.11710000000000001,-0.058,0.12,-0.08700000000000001,0.155
1669985589.199426,-10.377,-0.808,2.509,0.0155,-0.1216,-0.055600000000000004,0.114,-0.067,0.067
1669985589.239426,-10.624,-1.168,2.875,0.0145,-0.12140000000000001,-0.0555,-0.004,-0.027,0.039
1669985589.2794259,-10.088000000000001,-0.275,3.004,0.0162,-0.1237,-0.0546,0.055,-0.026000000000000002,-0.057
1669985589.319426,-10.371,-0.881,2.982,0.014,-0.1231,-0.054900000000000004,0.016,0.009000000000000001,-0.058
1669985589.359426,-10.304,-0.799,2.814,0.009300000000000001,-0.1207,-0.0488,-0.064,0.084,-0.101
1669985589.399426,-10.567,-0.79,3.08,0.013900000000000001,-0.1213,-0.0415,-0.066,0.083,-0.123
1669985589.439426,-10.214,-0.387,3.12,0.0145,-0.1192,-0.0538,-0.019,0.054,-0.176
1669985589.479425,-9.904,-0.47300000000000003,3.189,0.0151,-0.1149,-0.0659,0.013000000000000001,0.07100000000000001,-0.148
1669985589.519425,-10.472,-0.797,3.028,0.0145,-0.1126,-0.057100000000000005,-0.007,0.12,-0.199
1669985589.559425,-10.061,-0.724,3.148,0.0108,-0.111,-0.0448,-0.031,0.135,-0.24
1669985589.599425,-10.101,-0.8260000000000001,3.1550000000000002,0.0173,-0.1068,-0.055900000000000005,0.036000000000000004,0.056,-0.274
1669985589.639425,-10.408,-1.222,3.077,0.015300000000000001,-0.1038,-0.059300000000000005,0.048,0.048,-0.252
1669985589.679425,-10.115,-1.147,3.156,0.0167,-0.09910000000000001,-0.057100000000000005,0.061,0.043000000000000003,-0.261
1669985589.719425,-9.707,-1.1360000000000001,3.367,0.0176,-0.0983,-0.0582,0.124,0.013000000000000001,-0.23900000000000002
1669985589.759425,-10.51,-0.983,3.371,0.015700000000000002,-0.09530000000000001,-0.0589,0.226,0.016,-0.158
1669985589.799425,-9.872,-1.297,3.572,0.0149,-0.09380000000000001,-0.0579,0.201,-0.001,-0.164
1669985589.8394248,-9.81,-1.176,3.572,0.0183,-0.0898,-0.0551,0.244,-0.162,-0.099
1669985589.879425,-10.042,-1.584,3.638,0.0177,-0.0903,-0.052700000000000004,0.196,-0.109,-0.041
1669985589.919425,-9.946,-1.568,3.334,0.018000000000000002,-0.0896,-0.050100000000000006,0.021,-0.075,-0.002
1669985589.959425,-9.964,-1.186,3.464,0.0187,-0.09050000000000001,-0.0509,-0.016,-0.021,0.018000000000000002
1669985589.999425,-9.897,-1.102,3.5820000000000003,0.0194,-0.0916,-0.0512,0.029,-0.014,0.034
1669985590.039425,-10.151,-1.306,3.577,0.016,-0.0908,-0.0504,0.021,0.021,0.122
1669985590.0794249,-10.123,-1.341,3.557,0.0164,-0.0947,-0.050300000000000004,-0.075,0.095,0.274
1669985590.119425,-9.901,-1.373,3.653,0.0158,-0.0994,-0.0512,-0.40900000000000003,0.064,0.421
1669985590.159425,-9.809000000000001,-0.459,3.614,0.015300000000000001,-0.1047,-0.049100000000000005,-0.543,-0.085,0.5690000000000001
1669985590.199425,-10.035,-0.8320000000000001,3.722,0.0148,-0.1107,-0.0436,-0.487,-0.273,0.606
1669985590.239425,-9.819,-0.527,4.002,0.0134,-0.1217,-0.0388,-0.661,-0.315,0.791
1669985590.279425,-9.691,-0.41100000000000003,4.172,0.0137,-0.1295,-0.0351,-0.618,-0.314,0.731
1669985590.3194249,-9.987,0.254,4.003,0.0131,-0.1386,-0.0296,-0.417,-0.248,0.639
1669985590.359425,-10.032,-0.098,3.89,0.010700000000000001,-0.14150000000000001,-0.029300000000000003,-0.312,-0.155,0.394
1669985590.399425,-9.655,0.3,3.8240000000000003,0.010100000000000001,-0.14550000000000002,-0.025400000000000002,-0.228,-0.109,0.228
1669985590.439425,-9.825000000000001,-0.107,3.892,0.009300000000000001,-0.1489,-0.0221,-0.183,-0.042,0.127
1669985590.479425,-10.307,-0.396,3.989,0.01,-0.1532,-0.0222,-0.22,0.007,0.109
1669985590.519424,-10.136000000000001,-0.229,4.03,0.0118,-0.1545,-0.020900000000000002,-0.28700000000000003,0.08700000000000001,0.136
1669985590.559424,-9.919,-0.129,3.981,0.0092,-0.15330000000000002,-0.022000000000000002,-0.244,0.14100000000000001,0.14300000000000002
1669985590.599424,-9.799,-0.128,3.728,0.0083,-0.15430000000000002,-0.0233,-0.187,0.138,0.115
1669985590.6394238,-9.649000000000001,-0.34400000000000003,3.568,0.008700000000000001,-0.15380000000000002,-0.0256,-0.188,0.139,0.10200000000000001
1669985590.679424,-9.704,-0.44,3.591,0.007200000000000001,-0.1575,-0.0252,-0.23800000000000002,0.11900000000000001,0.112
1669985590.719424,-9.839,-0.063,3.6950000000000003,0.0081,-0.15960000000000002,-0.0224,-0.21,0.099,0.132
1669985590.759424,-10.123,-0.441,3.79,0.0068000000000000005,-0.16110000000000002,-0.0269,-0.262,0.14,0.15
1669985590.799424,-9.896,-0.316,3.9010000000000002,0.006500000000000001,-0.16240000000000002,-0.027800000000000002,-0.304,0.094,0.135
1669985590.839424,-9.823,0.003,3.866,0.008700000000000001,-0.1635,-0.0245,-0.19,-0.035,0.114
1669985590.8794239,-9.996,-0.107,3.8280000000000003,0.0076,-0.16190000000000002,-0.0238,-0.13,-0.08600000000000001,0.106
1669985590.919424,-10.07,-0.535,3.802,0.006,-0.164,-0.0217,-0.177,-0.11800000000000001,0.096
1669985590.959424,-9.676,0.256,3.96,0.0057,-0.16440000000000002,-0.020300000000000002,-0.038,-0.227,0.186
1669985590.999424,-9.818,0.223,4.133,0.0051,-0.1668,-0.015300000000000001,0.068,-0.34800000000000003,0.192
1669985591.039424,-10.016,0.032,4.17,0.0021000000000000003,-0.1694,-0.014100000000000001,0.044,-0.375,0.117
1669985591.079424,-10.058,0.08,4.197,0.0026000000000000003,-0.1729,-0.006,0.07,-0.28,0.048
1669985591.1194239,-10.018,-0.048,4.135,0.0039000000000000003,-0.17200000000000001,-0.004,0.093,-0.052000000000000005,-0.07
1669985591.159424,-9.629,0.025,4.289,0.0053,-0.1713,-0.0056,0.07,0.107,-0.098
1669985591.199424,-9.76,-0.093,4.166,0.0021000000000000003,-0.1704,-0.006200000000000001,0.049,0.155,-0.107
1669985591.239424,-9.809000000000001,-0.015,4.125,0.0043,-0.16820000000000002,-0.01,-0.002,0.189,-0.099
1669985591.279424,-10.012,-0.251,3.983,0.0017000000000000001,-0.168,-0.0071,-0.047,0.214,-0.07100000000000001
1669985591.319424,-10.161,-0.23700000000000002,3.895,0.0055000000000000005,-0.16790000000000002,-0.0117,-0.096,0.312,-0.062
1669985591.3594239,-9.634,-0.135,3.856,0.006500000000000001,-0.16740000000000002,-0.0159,-0.101,0.271,-0.066
1669985591.399424,-10.014,-0.233,3.778,-0.0004,-0.16690000000000002,-0.0166,-0.124,0.257,-0.059000000000000004
1669985591.439424,-9.777000000000001,-0.19,3.762,0.0041,-0.16870000000000002,-0.014700000000000001,-0.14200000000000002,0.149,-0.025
1669985591.479424,-9.868,-0.148,3.741,0.0076,-0.1642,-0.020300000000000002,-0.127,0.128,-0.018000000000000002
1669985591.519424,-10.149000000000001,-0.255,3.6910000000000003,0.0031000000000000003,-0.1651,-0.0198,-0.146,0.116,-0.021
